grid_id,point_idx,req_lat,req_lon,pano_id,date,dist_m,heading,roadness,image_path
1993,12,39.76880911870848,-105.02863644544182,itKj5mdYxlK7DuBG7krByQ,2025-06,1.4613012060209603,270,0.995556640625,streetview_best/grid_1993/P12_rank1_h270_road0.996.jpg
8774,38,39.78451389670465,-104.76113301156958,-vNqrLhgGVy7nIPbikQ8Sw,2021-08,1.0212171261839662,180,0.99544921875,streetview_best/grid_8774/P38_rank1_h180_road0.995.jpg
4978,40,39.75101019364691,-104.91228991994603,h0Wyb1fc77OiC1071yjWEQ,2011-09,1.6916890531943434,270,0.9920458984375,streetview_best/grid_4978/P40_rank1_h270_road0.992.jpg
3212,55,39.73376846644158,-104.98228867535036,MVtjJBdFC4KCJqZNAkWeRg,2025-07,0.35729597268117747,90,0.9882666015625,streetview_best/grid_3212/P55_rank1_h90_road0.988.jpg
3742,33,39.73966551535369,-104.96145872681599,Tp5jI_r0YhlgcgxNQEu5Kg,2019-09,1.5652666953627548,180,0.986689453125,streetview_best/grid_3742/P33_rank1_h180_road0.987.jpg
3386,45,39.72907361649349,-104.97498000131499,3kkjGvvHyUp0_hMTrVvfFw,2024-08,1.5260949289636152,225,0.98533203125,streetview_best/grid_3386/P45_rank1_h225_road0.985.jpg
2261,41,39.78199689738973,-105.02018565079844,4NskYYtJHabrrHHg7nVPfQ,2025-06,1.7583983054684411,90,0.9843115234375,streetview_best/grid_2261/P41_rank1_h90_road0.984.jpg
5146,43,39.72836098371915,-104.90582042377919,wdQ6XBD4e31InlPIdr4B6g,2024-07,0.25469888530435897,180,0.978955078125,streetview_best/grid_5146/P43_rank1_h180_road0.979.jpg
4594,23,39.66449136368059,-104.92660873070848,lYY_Tb3nFEgcIgnni5MgPg,2024-10,4.055214108087232,90,0.9700390625,streetview_best/grid_4594/P23_rank1_h90_road0.970.jpg
1350,40,39.69675723013256,-105.05578171201614,SAcegR_iP7uuGn4wcQUA0A,2025-07,3.729022030288223,270,0.9637158203125,streetview_best/grid_1350/P40_rank1_h270_road0.964.jpg
6132,53,39.778202382143185,-104.8644831155226,2lBa-wTDVMrrq5h72V8bcg,2019-08,0.9925323549601243,135,0.958701171875,streetview_best/grid_6132/P53_rank1_h135_road0.959.jpg
3483,25,39.753058576687316,-104.96967157616228,EEytYji5hlYUopQ9Sxvlow,2024-05,2.042895977850045,180,0.957509765625,streetview_best/grid_3483/P25_rank1_h180_road0.958.jpg
3629,41,39.67386157033996,-104.96339834396863,bUQU6GRrUhmjCRx1IKsqaA,2024-10,2.2033596132509783,225,0.953125,streetview_best/grid_3629/P41_rank1_h225_road0.953.jpg
5663,16,39.69907097835838,-104.88287174207493,CAoSF0NJSE0wb2dLRUlDQWdJQ0R2S2JadEFF,2024-03,20.585685614304946,225,0.93302734375,streetview_best/grid_5663/P16_rank1_h225_road0.933.jpg
2858,40,39.7292340130946,-104.99640581443907,bWtjM88wCyBg2hCkUIhs_A,2025-06,2.365132622380926,180,0.931826171875,streetview_best/grid_2858/P40_rank1_h180_road0.932.jpg
5249,26,39.769081794194165,-104.89972136602277,aIKx_geBMZipAC2FcCDXZQ,2024-06,1.894507696978476,135,0.9259228515625,streetview_best/grid_5249/P26_rank1_h135_road0.926.jpg
3131,59,39.7531709801033,-104.98448965004303,yJ3cbmaLdELuytUKzbFd1g,2024-08,0.9930682231357995,90,0.9252734375,streetview_best/grid_3131/P59_rank1_h90_road0.925.jpg
5414,15,39.73952002449392,-104.89348742171455,lS1PJKyp3xX_aeJO9GIdSA,2023-10,1.48170256096505,315,0.9075244140625,streetview_best/grid_5414/P15_rank1_h315_road0.908.jpg
4955,13,39.68784768786347,-104.90965799315006,3zZnICLFeJ5cqZst8IMIZg,2023-10,2.211350521727672,225,0.79189453125,streetview_best/grid_4955/P13_rank1_h225_road0.792.jpg
1898,31,39.75049177527474,-105.03219948781667,GU60V15VUWSQTMPJuS6j2Q,2025-06,1.1410870033303036,90,0.7819580078125,streetview_best/grid_1898/P31_rank1_h90_road0.782.jpg
3393,9,39.74760076384105,-104.97577937340303,BhFMjoqO4mMT6MCdv-RGSQ,2024-08,0.46030498900897154,45,0.6745263671875,streetview_best/grid_3393/P9_rank1_h45_road0.675.jpg
4972,38,39.73450397965798,-104.9116519451919,vd1cwdFRzrBLYqBprvC7sA,2024-11,3.114049536896802,315,0.5823046875,streetview_best/grid_4972/P38_rank1_h315_road0.582.jpg
4887,20,39.74192319182999,-104.91497120275326,VUME73VR2rSB1cDwQN8QsA,2024-08,0.25227569348385015,315,0.5780126953125,streetview_best/grid_4887/P20_rank1_h315_road0.578.jpg
2778,45,39.751183914434264,-104.99767651175613,CAoSF0NJSE0wb2dLRUlDQWdJQzQzNXU3d1FF,2019-04,0.4136011438270842,180,0.5218310546875,streetview_best/grid_2778/P45_rank1_h180_road0.522.jpg
3213,4,39.73777072450176,-104.97991300940386,GquLHZUdik5m76QbGMzuKQ,2024-05,1.0524111056646357,45,0.4159423828125,streetview_best/grid_3213/P4_rank1_h45_road0.416.jpg
