grid_id,point_idx,req_lat,req_lon,pano_id,date,dist_m,heading,roadness,image_path
3386,45,39.72907361649349,-104.97498000131499,3kkjGvvHyUp0_hMTrVvfFw,2024-08,1.5260949289636152,225,0.98533203125,streetview_best/grid_3386/P45_rank1_h225_road0.985.jpg
3386,45,39.72907361649349,-104.97498000131499,3kkjGvvHyUp0_hMTrVvfFw,2024-08,1.5260949289636152,135,0.9682861328125,streetview_best/grid_3386/P45_rank2_h135_road0.968.jpg
3386,33,39.72868399114209,-104.9735124671888,Ic-Y91YMyWb1Ox06wAG3WA,2024-08,1.8014356724151337,0,0.9052587890625,streetview_best/grid_3386/P33_rank1_h0_road0.905.jpg
3386,33,39.72868399114209,-104.9735124671888,Ic-Y91YMyWb1Ox06wAG3WA,2024-08,1.8014356724151337,180,0.6880029296875,streetview_best/grid_3386/P33_rank2_h180_road0.688.jpg
5414,43,39.74021294550562,-104.89378009049017,4TKFhzwy9l9nLn8xlDxIxQ,2024-07,0.9517868734911981,90,0.862685546875,streetview_best/grid_5414/P43_rank1_h90_road0.863.jpg
5414,43,39.74021294550562,-104.89378009049017,4TKFhzwy9l9nLn8xlDxIxQ,2024-07,0.9517868734911981,270,0.8559619140625,streetview_best/grid_5414/P43_rank2_h270_road0.856.jpg
5414,15,39.73952002449392,-104.89348742171455,lS1PJKyp3xX_aeJO9GIdSA,2023-10,1.48170256096505,315,0.9075244140625,streetview_best/grid_5414/P15_rank1_h315_road0.908.jpg
5414,15,39.73952002449392,-104.89348742171455,lS1PJKyp3xX_aeJO9GIdSA,2023-10,1.48170256096505,180,0.8921484375,streetview_best/grid_5414/P15_rank2_h180_road0.892.jpg
4955,13,39.68784768786347,-104.90965799315006,3zZnICLFeJ5cqZst8IMIZg,2023-10,2.211350521727672,225,0.79189453125,streetview_best/grid_4955/P13_rank1_h225_road0.792.jpg
4955,13,39.68784768786347,-104.90965799315006,3zZnICLFeJ5cqZst8IMIZg,2023-10,2.211350521727672,270,0.786396484375,streetview_best/grid_4955/P13_rank2_h270_road0.786.jpg
4955,51,39.68795220971808,-104.91286243300839,LKIyATHCSK9NFCiG67yESQ,2024-09,2.499335844955739,90,0.42294921875,streetview_best/grid_4955/P51_rank1_h90_road0.423.jpg
4955,51,39.68795220971808,-104.91286243300839,LKIyATHCSK9NFCiG67yESQ,2024-09,2.499335844955739,315,0.3692138671875,streetview_best/grid_4955/P51_rank2_h315_road0.369.jpg
3629,51,39.67131782838241,-104.9639321117498,Oy6GpgAJ3wKhfQugxV1Vuw,2024-10,1.8405441490728665,90,0.6819580078125,streetview_best/grid_3629/P51_rank1_h90_road0.682.jpg
3629,51,39.67131782838241,-104.9639321117498,Oy6GpgAJ3wKhfQugxV1Vuw,2024-10,1.8405441490728665,225,0.6468994140625,streetview_best/grid_3629/P51_rank2_h225_road0.647.jpg
3629,41,39.67386157033996,-104.96339834396863,bUQU6GRrUhmjCRx1IKsqaA,2024-10,2.2033596132509783,225,0.953125,streetview_best/grid_3629/P41_rank1_h225_road0.953.jpg
3629,41,39.67386157033996,-104.96339834396863,bUQU6GRrUhmjCRx1IKsqaA,2024-10,2.2033596132509783,270,0.728486328125,streetview_best/grid_3629/P41_rank2_h270_road0.728.jpg
3483,46,39.75408042532278,-104.97213388703314,Y9SfD98j6OnxR56TqMNYrQ,2014-05,0.9365167512478044,180,0.8534814453125,streetview_best/grid_3483/P46_rank1_h180_road0.853.jpg
3483,46,39.75408042532278,-104.97213388703314,Y9SfD98j6OnxR56TqMNYrQ,2014-05,0.9365167512478044,0,0.7197021484375,streetview_best/grid_3483/P46_rank2_h0_road0.720.jpg
3483,25,39.753058576687316,-104.96967157616228,EEytYji5hlYUopQ9Sxvlow,2024-05,2.042895977850045,180,0.957509765625,streetview_best/grid_3483/P25_rank1_h180_road0.958.jpg
